호선명,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
경원선,가능,472 ,8 ,8407 ,1945 ,12170 ,4523 ,24819 ,7978 ,22386 ,15115 ,14620 ,8073 ,13161 ,6285 ,12048 ,7549 ,11807 ,7525 ,10255 ,9365 ,9089 ,8171 ,9829 ,10367 ,11309 ,12316 ,13081 ,15822 ,9676 ,20047 ,5940 ,19752 ,4909 ,12876 ,3916 ,9565 ,2764 ,9253 ,1011 ,5017 ,169 ,2098 ,0 ,0 ,0 ,0 ,0 ,0 
경원선,녹양,366 ,3 ,5374 ,916 ,8517 ,2131 ,18300 ,5453 ,14827 ,8487 ,9663 ,4912 ,8737 ,3619 ,8106 ,5209 ,8446 ,5067 ,6935 ,6211 ,5969 ,5540 ,6674 ,7184 ,7260 ,8091 ,7923 ,10796 ,8046 ,13336 ,3973 ,13466 ,2927 ,8943 ,2134 ,6339 ,1544 ,6963 ,657 ,4224 ,113 ,1495 ,0 ,0 ,0 ,0 ,0 ,0 
경원선,양주,1920 ,5 ,5763 ,1489 ,11930 ,5383 ,32922 ,11943 ,25981 ,12542 ,20259 ,9327 ,16812 ,7858 ,15614 ,8201 ,14559 ,10131 ,14219 ,10681 ,11999 ,10995 ,11780 ,12954 ,13422 ,13635 ,14411 ,20651 ,14380 ,23169 ,7131 ,22937 ,4475 ,16322 ,3103 ,11953 ,1918 ,11589 ,833 ,6353 ,114 ,2625 ,0 ,0 ,0 ,0 ,0 ,0 
경원선,덕계,39 ,0 ,6309 ,821 ,16988 ,3556 ,29658 ,5064 ,26488 ,7922 ,14161 ,4607 ,11743 ,3553 ,9109 ,4221 ,8512 ,4987 ,8304 ,5923 ,6552 ,6447 ,7342 ,8498 ,7756 ,11094 ,7698 ,15769 ,7336 ,22301 ,4388 ,19040 ,3002 ,12244 ,2316 ,10805 ,1817 ,7784 ,726 ,6159 ,136 ,2319 ,0 ,0 ,0 ,0 ,0 ,0 
경원선,덕정,4 ,0 ,4544 ,1579 ,11285 ,6689 ,21671 ,10399 ,21567 ,22283 ,12986 ,13486 ,11636 ,7468 ,10867 ,7014 ,11592 ,8359 ,14372 ,9029 ,9895 ,8269 ,12721 ,9466 ,14720 ,10031 ,15377 ,14212 ,14083 ,17736 ,6306 ,15232 ,4104 ,9260 ,3181 ,9972 ,2336 ,6922 ,1268 ,4916 ,320 ,2338 ,0 ,0 ,0 ,0 ,0 ,0 
경원선,지행,112 ,4 ,5334 ,1015 ,11550 ,2746 ,22625 ,6481 ,24061 ,14204 ,16523 ,7335 ,13682 ,7001 ,12503 ,7612 ,11809 ,7986 ,11070 ,9307 ,10048 ,11461 ,9899 ,13992 ,11657 ,15858 ,11715 ,20206 ,12086 ,23146 ,8094 ,19978 ,6481 ,13417 ,5865 ,10903 ,3774 ,10461 ,2358 ,5755 ,239 ,4095 ,0 ,0 ,0 ,0 ,0 ,0 
경원선,동두천중앙,36 ,0 ,2852 ,711 ,4845 ,2413 ,8985 ,4428 ,9498 ,11425 ,6642 ,4643 ,6546 ,4890 ,6043 ,5240 ,6937 ,4327 ,5524 ,5011 ,5467 ,6054 ,6162 ,5384 ,7036 ,5990 ,6396 ,6882 ,6742 ,7555 ,3100 ,6024 ,2088 ,4509 ,1572 ,3454 ,899 ,3248 ,474 ,2102 ,32 ,1208 ,0 ,0 ,0 ,0 ,0 ,0 
경원선,보산,35 ,0 ,1538 ,530 ,2224 ,1583 ,4351 ,3273 ,4090 ,3268 ,3364 ,1530 ,3372 ,1674 ,2982 ,1687 ,2960 ,1384 ,2591 ,2093 ,2747 ,2311 ,3094 ,2509 ,5187 ,3315 ,4024 ,3722 ,3166 ,4621 ,1892 ,4450 ,1302 ,3338 ,909 ,2236 ,479 ,1867 ,251 ,1359 ,23 ,718 ,0 ,0 ,0 ,0 ,0 ,0 
경원선,동두천,49 ,0 ,1270 ,482 ,3019 ,2058 ,4684 ,5750 ,5778 ,6657 ,3764 ,6446 ,3901 ,4787 ,3799 ,3282 ,4420 ,4079 ,4389 ,4154 ,4365 ,3385 ,6676 ,2070 ,8301 ,3131 ,4932 ,4265 ,4392 ,4162 ,2176 ,3540 ,1378 ,3126 ,808 ,2737 ,804 ,1513 ,466 ,2080 ,4 ,722 ,0 ,0 ,0 ,0 ,0 ,0 
경원선,소요산,126 ,0 ,591 ,595 ,508 ,891 ,1852 ,1491 ,2705 ,2553 ,2287 ,4462 ,2934 ,8069 ,3543 ,9560 ,5067 ,8770 ,8081 ,7069 ,9215 ,6241 ,9905 ,4070 ,8918 ,3050 ,6128 ,2594 ,3677 ,1803 ,1498 ,1481 ,895 ,1320 ,379 ,765 ,152 ,746 ,136 ,508 ,18 ,344 ,1 ,0 ,0 ,0 ,0 ,0 
경원선,청산,1 ,0 ,77 ,2 ,93 ,150 ,491 ,174 ,481 ,361 ,317 ,173 ,298 ,264 ,233 ,355 ,288 ,330 ,289 ,253 ,313 ,227 ,315 ,239 ,435 ,272 ,423 ,257 ,261 ,255 ,164 ,266 ,79 ,127 ,36 ,122 ,21 ,103 ,12 ,90 ,1 ,71 ,0 ,0 ,0 ,0 ,0 ,0 
경원선,전곡,1 ,0 ,487 ,33 ,1222 ,698 ,2722 ,824 ,3650 ,2132 ,3075 ,2205 ,2576 ,1942 ,2434 ,2174 ,2728 ,2548 ,2929 ,2363 ,2800 ,2181 ,2757 ,1974 ,3094 ,2387 ,2851 ,2736 ,2160 ,3042 ,1380 ,2812 ,1136 ,1582 ,640 ,1283 ,392 ,1318 ,220 ,984 ,14 ,700 ,0 ,0 ,0 ,0 ,0 ,0 
경원선,연천,2 ,0 ,283 ,5 ,691 ,614 ,1437 ,1288 ,3253 ,3698 ,2369 ,3239 ,1828 ,4622 ,2147 ,6276 ,3199 ,5375 ,5118 ,4376 ,5900 ,3179 ,6009 ,2278 ,4300 ,1956 ,3719 ,1942 ,2326 ,1688 ,928 ,1646 ,515 ,1037 ,283 ,650 ,141 ,443 ,78 ,307 ,3 ,242 ,0 ,0 ,0 ,0 ,0 ,0 
안산선,산본,606 ,3 ,9928 ,1757 ,25273 ,6453 ,60016 ,16343 ,56018 ,31174 ,31818 ,23223 ,26292 ,22430 ,24923 ,22718 ,27092 ,26464 ,27082 ,28375 ,26807 ,26359 ,29600 ,30136 ,31510 ,37099 ,30499 ,44365 ,33994 ,69027 ,21850 ,55772 ,18252 ,32657 ,17193 ,26134 ,13449 ,22391 ,5299 ,13460 ,611 ,4472 ,0 ,0 ,0 ,0 ,0 ,0 
안산선,대야미,7 ,2 ,3037 ,951 ,8744 ,3323 ,19452 ,5535 ,22362 ,8946 ,12144 ,4852 ,9225 ,5276 ,8311 ,5263 ,8360 ,5903 ,8448 ,5991 ,8272 ,6090 ,9323 ,9229 ,9410 ,10269 ,9538 ,11633 ,10967 ,17009 ,6130 ,12850 ,4499 ,9503 ,2631 ,7512 ,1780 ,7893 ,892 ,4812 ,134 ,1323 ,0 ,0 ,0 ,0 ,0 ,0 
안산선,반월,22 ,0 ,3794 ,1307 ,8861 ,2820 ,18655 ,4807 ,17155 ,7708 ,10672 ,4161 ,8505 ,3788 ,7338 ,4565 ,7692 ,4938 ,6779 ,5327 ,5860 ,5949 ,6103 ,7626 ,7184 ,10293 ,7962 ,11560 ,8188 ,16295 ,4148 ,12040 ,3334 ,9655 ,2180 ,7425 ,1439 ,6940 ,679 ,3956 ,148 ,1119 ,0 ,0 ,0 ,0 ,0 ,0 
안산선,상록수,501 ,30 ,14340 ,2540 ,31479 ,9137 ,69321 ,14059 ,62445 ,23886 ,36638 ,19289 ,27515 ,17497 ,25489 ,15422 ,25892 ,15553 ,24728 ,18559 ,20452 ,19715 ,22433 ,23183 ,24974 ,30978 ,28222 ,43805 ,24529 ,64967 ,16630 ,53834 ,12239 ,36597 ,10335 ,32537 ,7523 ,26845 ,3129 ,19082 ,450 ,5133 ,0 ,0 ,0 ,0 ,0 ,0 
안산선,한대앞,132 ,1 ,8407 ,998 ,18939 ,4213 ,34128 ,9235 ,28495 ,28083 ,20431 ,20371 ,16649 ,17661 ,16604 ,11053 ,17041 ,14221 ,16401 ,13506 ,16527 ,13820 ,16016 ,14894 ,20925 ,19839 ,24212 ,26449 ,20378 ,35954 ,12195 ,27079 ,10298 ,19131 ,10112 ,16354 ,8165 ,14358 ,3362 ,9747 ,306 ,2652 ,0 ,0 ,0 ,0 ,0 ,0 
안산선,중앙,362 ,27 ,10983 ,1233 ,32055 ,11129 ,62170 ,19029 ,51583 ,41008 ,32007 ,33816 ,27099 ,22900 ,28848 ,21577 ,31848 ,25578 ,29684 ,29460 ,27155 ,28857 ,28407 ,31434 ,35635 ,37698 ,38739 ,52521 ,40559 ,74995 ,26187 ,59120 ,25292 ,38051 ,25276 ,32759 ,21213 ,26573 ,9486 ,19827 ,888 ,6359 ,0 ,0 ,0 ,0 ,0 ,0 
안산선,고잔,215 ,1 ,5533 ,1023 ,17297 ,4935 ,31305 ,13473 ,25279 ,28690 ,17579 ,16239 ,15038 ,12581 ,15400 ,11536 ,14464 ,13239 ,13171 ,14954 ,13867 ,13270 ,15675 ,12931 ,18184 ,13855 ,24924 ,19683 ,23469 ,27792 ,9217 ,20647 ,7661 ,13213 ,7154 ,11894 ,5437 ,10301 ,2296 ,8591 ,163 ,3295 ,0 ,0 ,0 ,0 ,0 ,0 
안산선,초지,307 ,2 ,4327 ,313 ,12761 ,4610 ,23954 ,9067 ,19215 ,11993 ,11734 ,7766 ,8517 ,5232 ,8245 ,4771 ,9335 ,5652 ,7009 ,6113 ,5927 ,6648 ,6569 ,7578 ,7779 ,9189 ,10816 ,13513 ,10545 ,18975 ,5396 ,16367 ,4188 ,11135 ,3455 ,9813 ,2038 ,8295 ,771 ,6540 ,75 ,2532 ,1 ,0 ,0 ,0 ,0 ,0 
안산선,안산,1718 ,12 ,11266 ,1511 ,14282 ,17186 ,25016 ,39455 ,25783 ,32285 ,22411 ,16546 ,18636 ,13901 ,17705 ,15505 ,18665 ,16127 ,19125 ,15769 ,18625 ,17271 ,19549 ,18463 ,24490 ,20145 ,43724 ,27603 ,43631 ,28770 ,22158 ,23452 ,19544 ,17686 ,11277 ,15177 ,5020 ,11779 ,1570 ,7471 ,115 ,2746 ,0 ,0 ,0 ,0 ,0 ,0 
안산선,신길온천,64 ,0 ,2836 ,121 ,4851 ,1865 ,8751 ,3882 ,7631 ,3118 ,4889 ,1646 ,3645 ,1617 ,3078 ,1905 ,3170 ,2187 ,2923 ,1984 ,2676 ,2648 ,2899 ,2982 ,3308 ,3668 ,4546 ,5618 ,4122 ,7247 ,2067 ,5698 ,1388 ,3875 ,849 ,3529 ,667 ,2736 ,225 ,2123 ,24 ,716 ,0 ,0 ,0 ,0 ,0 ,0 
안산선,정왕,339 ,5 ,8561 ,1157 ,12965 ,13941 ,22596 ,25420 ,20990 ,37979 ,16404 ,30171 ,14192 ,17481 ,15005 ,14585 ,15738 ,15676 ,16480 ,15120 ,15221 ,14407 ,19962 ,14737 ,26099 ,15306 ,34666 ,20415 ,36789 ,25049 ,17888 ,19086 ,13924 ,15612 ,11240 ,13120 ,6274 ,11452 ,1934 ,7755 ,92 ,2295 ,0 ,0 ,0 ,0 ,0 ,0 
안산선,오이도,245 ,1 ,6377 ,446 ,15996 ,6730 ,34586 ,13276 ,28030 ,13705 ,17793 ,7934 ,13573 ,9032 ,12685 ,11630 ,12787 ,12206 ,11489 ,11445 ,11378 ,12441 ,13211 ,14384 ,16275 ,17937 ,18525 ,21802 ,17685 ,28898 ,9488 ,23875 ,8204 ,15640 ,6457 ,13173 ,4427 ,12053 ,1492 ,8291 ,20 ,3857 ,0 ,0 ,0 ,0 ,0 ,0 
안산선,수리산,33 ,0 ,3716 ,591 ,9129 ,2028 ,19259 ,5063 ,18880 ,8518 ,11296 ,9017 ,8929 ,16353 ,9951 ,13557 ,11327 ,10005 ,12038 ,9843 ,11916 ,9343 ,13768 ,9258 ,12083 ,9253 ,9642 ,9654 ,6821 ,14148 ,3814 ,10519 ,2981 ,7399 ,1810 ,5708 ,1155 ,5771 ,434 ,3303 ,82 ,1063 ,0 ,0 ,0 ,0 ,0 ,0 
과천선,선바위,4 ,1 ,967 ,1406 ,6133 ,9888 ,17231 ,22904 ,18620 ,28588 ,15152 ,16292 ,11721 ,8487 ,10421 ,8688 ,11662 ,8819 ,12040 ,8895 ,12140 ,7975 ,13038 ,8842 ,16222 ,10872 ,26105 ,13182 ,32575 ,15644 ,14113 ,12188 ,9518 ,9298 ,7960 ,8034 ,3890 ,7158 ,1305 ,4090 ,101 ,734 ,0 ,0 ,0 ,0 ,0 ,0 
과천선,경마공원,0 ,0 ,379 ,374 ,1013 ,2011 ,2402 ,3511 ,2718 ,9287 ,2468 ,22994 ,2832 ,25618 ,3283 ,22010 ,4383 ,30151 ,5830 ,30873 ,8061 ,19417 ,14232 ,12287 ,21544 ,9109 ,30074 ,6131 ,50765 ,5564 ,17362 ,3225 ,14283 ,1645 ,23243 ,1195 ,2771 ,978 ,300 ,588 ,32 ,115 ,0 ,0 ,0 ,0 ,0 ,0 
과천선,대공원,6 ,0 ,118 ,333 ,394 ,3845 ,901 ,5819 ,1220 ,20035 ,2035 ,34522 ,2697 ,41230 ,6644 ,31274 ,14204 ,25613 ,19298 ,25407 ,23853 ,22861 ,33114 ,14236 ,35823 ,8702 ,36585 ,5072 ,29886 ,3669 ,12800 ,2042 ,8158 ,1226 ,7529 ,735 ,6414 ,545 ,327 ,229 ,15 ,72 ,0 ,0 ,0 ,0 ,0 ,0 
과천선,과천,6 ,0 ,2788 ,343 ,11231 ,2645 ,29901 ,5453 ,26518 ,9740 ,18003 ,5795 ,13343 ,5577 ,12158 ,5718 ,11808 ,6514 ,11388 ,7134 ,10285 ,8565 ,10740 ,10244 ,11263 ,12782 ,10289 ,16295 ,9126 ,23703 ,5335 ,19301 ,3736 ,12614 ,2320 ,12702 ,1747 ,11342 ,722 ,6934 ,104 ,1286 ,0 ,0 ,0 ,0 ,0 ,0 
과천선,정부과천청사,14 ,2 ,2016 ,1028 ,9227 ,12457 ,25302 ,30082 ,22489 ,84487 ,16394 ,20981 ,13396 ,11941 ,13782 ,11377 ,14943 ,12342 ,16468 ,13754 ,16654 ,13509 ,18325 ,14222 ,25910 ,15720 ,35746 ,21312 ,58313 ,27753 ,17737 ,21912 ,14075 ,12573 ,13041 ,11224 ,7403 ,9439 ,2052 ,5667 ,164 ,1331 ,0 ,0 ,0 ,0 ,0 ,0 
과천선,인덕원,109 ,3 ,9455 ,3443 ,31620 ,17553 ,85465 ,45849 ,73884 ,110721 ,49900 ,43409 ,39103 ,23670 ,34813 ,22003 ,37087 ,23613 ,36242 ,28316 ,32340 ,27860 ,35599 ,33052 ,42347 ,41259 ,65360 ,57279 ,88054 ,88685 ,33524 ,72301 ,26771 ,42420 ,24632 ,40618 ,16498 ,36137 ,6814 ,21501 ,717 ,6502 ,0 ,0 ,0 ,0 ,0 ,0 
과천선,평촌,59 ,1 ,4637 ,3246 ,22807 ,13476 ,65467 ,35103 ,50412 ,87984 ,29559 ,30254 ,23693 ,15259 ,21230 ,14075 ,21799 ,14766 ,20429 ,19373 ,19618 ,17122 ,23141 ,18840 ,28775 ,24584 ,47690 ,33770 ,62502 ,50113 ,24081 ,44655 ,18370 ,23873 ,16929 ,21237 ,12248 ,19034 ,4449 ,10716 ,532 ,3717 ,0 ,0 ,0 ,0 ,0 ,0 
과천선,범계,108 ,2 ,9099 ,3405 ,38730 ,14512 ,102528 ,27131 ,82291 ,62197 ,49643 ,45228 ,40032 ,32361 ,38125 ,31644 ,41682 ,32180 ,39941 ,39948 ,38322 ,39254 ,41328 ,44678 ,47668 ,52454 ,53720 ,71687 ,61604 ,106442 ,37583 ,83997 ,40004 ,43670 ,30135 ,40097 ,26067 ,33241 ,11108 ,18990 ,1016 ,6266 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,선릉,47 ,3 ,1187 ,1806 ,2501 ,12333 ,6124 ,49738 ,8210 ,134275 ,7277 ,92199 ,8044 ,41135 ,9881 ,26461 ,11765 ,23160 ,13283 ,24776 ,15418 ,20107 ,20216 ,17465 ,27621 ,19628 ,50335 ,23320 ,77631 ,26410 ,36101 ,16092 ,22956 ,8734 ,20578 ,7384 ,16766 ,6518 ,5117 ,3782 ,290 ,793 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,한티,36 ,2 ,2587 ,1664 ,8948 ,10383 ,25742 ,31621 ,30169 ,49681 ,21069 ,41175 ,16710 ,26741 ,18189 ,20927 ,21401 ,24371 ,21420 ,31189 ,22102 ,24686 ,25345 ,26695 ,31044 ,32783 ,43193 ,39046 ,46800 ,39115 ,29386 ,27477 ,31697 ,16569 ,25949 ,15089 ,30002 ,13150 ,4745 ,7108 ,169 ,422 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,도곡,79 ,6 ,1590 ,1149 ,4883 ,7420 ,13111 ,17268 ,17818 ,26014 ,14120 ,20535 ,11887 ,10899 ,11962 ,10341 ,12511 ,10306 ,12911 ,11299 ,13747 ,12015 ,16560 ,12663 ,18410 ,13481 ,23598 ,15223 ,25076 ,17865 ,13493 ,14323 ,9723 ,9613 ,7702 ,8656 ,5940 ,7634 ,1454 ,4433 ,81 ,342 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,구룡,10 ,0 ,961 ,668 ,3348 ,5043 ,10511 ,11713 ,14590 ,9629 ,10560 ,4258 ,8241 ,3667 ,6626 ,3383 ,6757 ,4632 ,5920 ,4545 ,7010 ,5135 ,6055 ,6102 ,9818 ,6931 ,7223 ,8680 ,6856 ,10859 ,3951 ,9035 ,2538 ,5369 ,2973 ,5184 ,1272 ,4974 ,319 ,3165 ,11 ,127 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,개포동,21 ,2 ,1155 ,577 ,4614 ,3543 ,14381 ,6933 ,15692 ,10039 ,10391 ,8003 ,8701 ,6591 ,6990 ,5627 ,9290 ,6582 ,7591 ,7228 ,7380 ,7236 ,8087 ,8269 ,9231 ,9398 ,9204 ,12031 ,9326 ,14770 ,6044 ,12694 ,4945 ,7923 ,4765 ,7195 ,4374 ,6808 ,1769 ,3833 ,75 ,156 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,대모산입구,11 ,0 ,2875 ,616 ,8300 ,3153 ,26783 ,6919 ,27682 ,11481 ,15824 ,6545 ,10758 ,5141 ,9226 ,5820 ,9494 ,6377 ,8702 ,7420 ,7774 ,7450 ,8030 ,10139 ,9999 ,11517 ,10722 ,14964 ,10754 ,19398 ,5661 ,16692 ,3874 ,10535 ,2985 ,10181 ,2000 ,10434 ,791 ,5793 ,20 ,324 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,수서,67 ,2 ,3977 ,4361 ,8586 ,15827 ,34584 ,31859 ,47827 ,51165 ,32862 ,31355 ,33008 ,23025 ,25002 ,20823 ,30669 ,24895 ,25097 ,21703 ,20687 ,22952 ,29060 ,27072 ,32277 ,31941 ,40396 ,42133 ,46060 ,55665 ,22243 ,36265 ,21589 ,25758 ,15316 ,23364 ,15541 ,20726 ,9428 ,8474 ,126 ,1360 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,복정,0 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,16 ,0 ,15 ,0 ,12 ,0 ,13 ,0 ,17 ,0 ,8 ,0 ,12 ,0 ,26 ,0 ,12 ,0 ,7 ,0 ,24 ,0 ,10 ,0 ,5 ,0 ,1 ,0 ,6 ,0 ,6 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,수원,595 ,11 ,5492 ,712 ,9801 ,4762 ,25005 ,10294 ,25791 ,15991 ,13064 ,13732 ,9134 ,9874 ,9656 ,11539 ,10721 ,11851 ,11286 ,12085 ,10650 ,12166 ,13001 ,11321 ,15925 ,15227 ,19285 ,21925 ,20609 ,28131 ,15206 ,20101 ,15417 ,11236 ,13431 ,8987 ,12136 ,6041 ,4487 ,4202 ,143 ,819 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,서울숲,141 ,0 ,2705 ,637 ,5507 ,6120 ,14010 ,25099 ,23098 ,50823 ,15813 ,43128 ,10377 ,38814 ,13501 ,39776 ,17670 ,39597 ,22969 ,44923 ,30170 ,45520 ,40178 ,44133 ,50042 ,37142 ,65548 ,33275 ,71272 ,36278 ,46869 ,21935 ,31594 ,11163 ,25647 ,8793 ,15128 ,7808 ,4156 ,4017 ,104 ,915 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,압구정로데오,175 ,2 ,2580 ,1031 ,4025 ,11876 ,6229 ,27913 ,9350 ,76044 ,8898 ,103395 ,10591 ,57997 ,15385 ,43112 ,20202 ,37236 ,25412 ,38000 ,30959 ,34205 ,40106 ,33657 ,48591 ,35124 ,66798 ,41056 ,90476 ,45673 ,68221 ,27693 ,56462 ,13752 ,39552 ,9359 ,28360 ,7756 ,10809 ,4953 ,522 ,1079 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,강남구청,10 ,0 ,1335 ,783 ,2996 ,6209 ,8575 ,18861 ,12182 ,57568 ,10000 ,43243 ,9464 ,21929 ,10311 ,15214 ,11697 ,15292 ,13311 ,17231 ,14923 ,14935 ,16614 ,15225 ,20036 ,15511 ,31556 ,18333 ,49647 ,21939 ,25339 ,13545 ,15128 ,8280 ,13054 ,6686 ,8718 ,6372 ,3155 ,3673 ,104 ,872 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,선정릉,13 ,1 ,967 ,987 ,2275 ,5384 ,5776 ,14293 ,8127 ,49925 ,7288 ,40966 ,6764 ,16968 ,8048 ,9698 ,9656 ,9290 ,9978 ,9566 ,11680 ,8970 ,11979 ,8093 ,14223 ,8475 ,27401 ,9491 ,42480 ,10687 ,21657 ,6803 ,10686 ,4610 ,9135 ,4283 ,6191 ,4002 ,2029 ,2377 ,89 ,512 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,가천대,41 ,2 ,4944 ,859 ,7274 ,3841 ,19467 ,8293 ,25733 ,49543 ,16366 ,39448 ,13159 ,31946 ,17104 ,18364 ,20465 ,27452 ,20617 ,18347 ,25695 ,16960 ,27943 ,13682 ,38962 ,14494 ,38664 ,18085 ,25801 ,24415 ,15718 ,19847 ,11840 ,15393 ,11070 ,15411 ,9821 ,16008 ,5627 ,11854 ,229 ,1201 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,태평,300 ,28 ,15610 ,1692 ,19968 ,5039 ,44829 ,8483 ,62177 ,17290 ,41635 ,12722 ,24714 ,11863 ,20800 ,13800 ,20909 ,15167 ,20570 ,16417 ,18856 ,18404 ,17958 ,25489 ,19135 ,29781 ,20747 ,34821 ,18312 ,46555 ,10993 ,34429 ,8756 ,25641 ,6759 ,27898 ,4978 ,21435 ,1900 ,12498 ,77 ,1326 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,모란,363 ,16 ,15090 ,3108 ,23710 ,12577 ,56226 ,24932 ,70723 ,38998 ,50746 ,32790 ,35875 ,30835 ,34235 ,35387 ,39057 ,35867 ,37990 ,36490 ,35802 ,36390 ,36874 ,42924 ,41214 ,45940 ,43635 ,50490 ,42199 ,66024 ,24322 ,49137 ,18053 ,36450 ,16060 ,32335 ,12742 ,26923 ,6650 ,16621 ,327 ,1828 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,야탑,126 ,5 ,8134 ,3367 ,21405 ,15888 ,57345 ,43779 ,64755 ,101294 ,45441 ,56526 ,36852 ,37909 ,36720 ,33611 ,39533 ,36951 ,38461 ,41328 ,39691 ,37808 ,43879 ,42620 ,51399 ,48287 ,67246 ,59466 ,84830 ,75762 ,40455 ,57619 ,31147 ,36629 ,28302 ,29550 ,19574 ,28592 ,7352 ,16011 ,334 ,2434 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,서현,279 ,19 ,4749 ,2738 ,13512 ,12960 ,38892 ,35046 ,41813 ,91467 ,31950 ,69679 ,28815 ,38158 ,30272 ,33213 ,32555 ,34935 ,34506 ,37926 ,36443 ,37948 ,42947 ,36980 ,46601 ,43393 ,64404 ,50184 ,85348 ,63443 ,48865 ,45871 ,45679 ,27795 ,38047 ,22765 ,27115 ,19434 ,10915 ,10661 ,447 ,1812 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,수내,167 ,2 ,2947 ,1849 ,7891 ,9143 ,20458 ,26623 ,24323 ,64794 ,17991 ,45170 ,14561 ,23130 ,16024 ,17769 ,16993 ,18593 ,19009 ,19220 ,21366 ,19157 ,23622 ,19187 ,26677 ,21544 ,40636 ,25630 ,56223 ,29005 ,30626 ,22338 ,26802 ,13604 ,20271 ,11913 ,14844 ,10874 ,4386 ,5941 ,269 ,1250 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,정자,303 ,6 ,3264 ,1171 ,11418 ,15707 ,29400 ,46369 ,33758 ,78063 ,26716 ,47783 ,19814 ,24621 ,19799 ,19446 ,20590 ,18628 ,21674 ,21015 ,22217 ,19378 ,26777 ,22040 ,30932 ,26977 ,57310 ,38476 ,65980 ,48364 ,35653 ,37651 ,28841 ,23788 ,29329 ,20282 ,25097 ,18629 ,9858 ,11034 ,984 ,3130 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,미금,552 ,0 ,3832 ,838 ,13225 ,11482 ,29219 ,22583 ,32608 ,47806 ,25038 ,35065 ,24465 ,22977 ,25565 ,22658 ,26274 ,23821 ,27048 ,25787 ,27228 ,25625 ,32573 ,26184 ,32473 ,30132 ,36441 ,35293 ,38960 ,41723 ,22294 ,31660 ,17981 ,21786 ,18218 ,18705 ,13098 ,17100 ,4399 ,9649 ,223 ,2386 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,오리,870 ,7 ,4021 ,481 ,16459 ,8366 ,32269 ,15688 ,33070 ,37971 ,22943 ,20057 ,18475 ,11411 ,17207 ,12125 ,17771 ,13805 ,18239 ,13290 ,16611 ,12984 ,18124 ,14705 ,20879 ,16188 ,29251 ,19957 ,35737 ,25201 ,14660 ,21727 ,10955 ,14633 ,9484 ,12676 ,6075 ,11794 ,2109 ,6987 ,108 ,2007 ,0 ,0 ,0 ,0 ,0 ,0 
분당선,이매,55 ,1 ,2430 ,958 ,6670 ,3338 ,16450 ,11106 ,17700 ,16684 ,12408 ,8152 ,10238 ,6775 ,9253 ,6864 ,9787 ,7496 ,9023 ,8088 ,8538 ,7769 ,9602 ,8723 ,16596 ,10641 ,12485 ,13383 ,14292 ,16342 ,6702 ,12600 ,5309 ,8353 ,6802 ,7633 ,3505 ,8282 ,995 ,4750 ,83 ,931 ,0 ,0 ,0 ,0 ,0 ,0 
